outcome_id,system_id,decision_date,decision_taken,expected_5y_cost_eur,actual_5y_cost_proxy_eur,expected_risk_reduction,observed_risk_reduction,cost_variance_pct,outcome_quality,delay_months,vendor_pressure_outcome,lessons_learned
OUT00002447,SYS0005251,2026-01-28,Exit / Decommission,6784.83,8792.63,45,63.6,29.6,Strong,8,Avoided,Compensating controls reduced upgrade urgency.
OUT00002448,SYS0000742,2022-11-17,Exit / Decommission,5692.54,3686.12,45,49.3,-35.2,Good,2,Escalated,Integration complexity was underestimated.
OUT00002449,SYS0002384,2023-05-04,Exit / Decommission,3020.86,2663.03,45,52.8,-11.8,Good,2,Accepted,Integration complexity was underestimated.
OUT00002450,SYS0005975,2025-08-16,Exit / Decommission,21621.53,32795.78,45,51.9,51.7,Good,7,Avoided,Dependency blast radius drove final sequencing.
OUT00002451,SYS0009731,2025-08-11,Exit / Decommission,3328.24,3031.15,45,61.8,-8.9,Strong,0,Avoided,Entitlement evidence improved negotiation position.
OUT00002452,SYS0007435,2024-11-18,Exit / Decommission,3825.33,4138.47,45,41.3,8.2,Strong,0,Reduced,Compensating controls reduced upgrade urgency.
OUT00002453,SYS0006913,2024-05-29,Exit / Decommission,1086.53,870.08,45,33.1,-19.9,Good,4,Negotiated,Business owner alignment delayed execution.
OUT00002454,SYS0010587,2026-03-09,Exit / Decommission,4394.09,3258.81,45,47.1,-25.8,Strong,0,Escalated,Entitlement evidence improved negotiation position.
OUT00002455,SYS0004767,2023-05-04,Exit / Decommission,6925.7,7443.44,45,46.4,7.5,Strong,6,Escalated,Business owner alignment delayed execution.
OUT00002456,SYS0006132,2025-08-13,Exit / Decommission,6622.15,6323.1,45,53.1,-4.5,Strong,1,Escalated,Vendor claim was partially valid.
OUT00002457,SYS0005425,2023-02-19,Exit / Decommission,2277.0,2852.3,45,45.9,25.3,Good,2,Negotiated,Dependency blast radius drove final sequencing.
OUT00002458,SYS0000423,2023-07-27,Exit / Decommission,12240.25,11963.36,45,37.8,-2.3,Strong,9,Avoided,Business owner alignment delayed execution.
OUT00002459,SYS0003588,2023-02-06,Exit / Decommission,1499.38,1701.43,45,40.0,13.5,Strong,4,Delayed,Vendor claim was partially valid.
OUT00002460,SYS0004477,2023-04-23,Exit / Decommission,2343.29,3067.16,45,60.4,30.9,Strong,0,Avoided,Dependency blast radius drove final sequencing.
OUT00002461,SYS0010028,2025-02-02,Exit / Decommission,4106.18,3441.93,45,38.2,-16.2,Strong,0,Accepted,Entitlement evidence improved negotiation position.
OUT00002462,SYS0009414,2024-11-18,Exit / Decommission,245.72,292.61,45,58.5,19.1,Strong,0,Avoided,Dependency blast radius drove final sequencing.
OUT00002463,SYS0009141,2024-09-12,Exit / Decommission,2492.9,2627.47,45,40.8,5.4,Strong,6,Reduced,Business owner alignment delayed execution.
OUT00002464,SYS0007288,2025-12-09,Exit / Decommission,785.32,539.5,45,43.1,-31.3,Good,0,Escalated,Dependency blast radius drove final sequencing.
OUT00002465,SYS0005250,2022-11-19,Exit / Decommission,6511.26,8949.19,45,46.6,37.4,Good,6,Accepted,Vendor claim was partially valid.
OUT00002466,SYS0010895,2026-04-12,Exit / Decommission,592.09,418.04,45,39.4,-29.4,Good,5,Reduced,Business owner alignment delayed execution.
OUT00002467,SYS0009721,2026-05-23,Exit / Decommission,3283.25,2332.35,45,55.2,-29.0,Good,1,Accepted,Dependency blast radius drove final sequencing.
OUT00002468,SYS0006518,2026-02-17,Exit / Decommission,1110.88,1917.07,45,33.9,72.6,Mixed,0,Negotiated,Compensating controls reduced upgrade urgency.
OUT00002469,SYS0007858,2023-08-02,Hybrid Transformation,336273.78,289177.84,34,41.4,-14.0,Strong,5,Negotiated,Vendor claim was partially valid.
OUT00002470,SYS0002080,2022-03-03,Exit / Decommission,414.6,384.63,45,53.1,-7.2,Strong,3,Reduced,Compensating controls reduced upgrade urgency.
OUT00002471,SYS0009772,2025-01-29,Exit / Decommission,2311.42,2104.56,45,47.3,-8.9,Strong,7,Reduced,Dependency blast radius drove final sequencing.
OUT00002472,SYS0005358,2022-11-13,Exit / Decommission,416.97,519.42,45,40.5,24.6,Good,10,Avoided,Vendor claim was partially valid.
OUT00002473,SYS0001722,2024-07-08,Exit / Decommission,45466.01,47088.53,45,38.7,3.6,Strong,4,Avoided,Business owner alignment delayed execution.
OUT00002474,SYS0001304,2026-02-06,Exit / Decommission,3230.56,3946.94,45,48.8,22.2,Strong,7,Delayed,Dependency blast radius drove final sequencing.
OUT00002475,SYS0000599,2023-06-01,Exit / Decommission,3610.27,4473.99,45,50.3,23.9,Strong,6,Delayed,Business owner alignment delayed execution.
OUT00002476,SYS0005101,2026-03-05,Exit / Decommission,4230.99,4212.12,45,50.9,-0.4,Strong,4,Negotiated,Entitlement evidence improved negotiation position.
OUT00002477,SYS0010041,2025-08-16,Exit / Decommission,984.49,1058.63,45,42.7,7.5,Strong,2,Reduced,Vendor claim was partially valid.
OUT00002478,SYS0004291,2025-03-30,Hybrid Transformation,25606.42,26114.02,34,32.0,2.0,Strong,5,Negotiated,Vendor claim was partially valid.
OUT00002479,SYS0001340,2024-02-11,Exit / Decommission,6261.83,5579.6,45,48.3,-10.9,Strong,5,Accepted,Integration complexity was underestimated.
OUT00002480,SYS0001645,2022-09-15,Exit / Decommission,9865.33,13321.52,45,45.8,35.0,Good,3,Negotiated,Compensating controls reduced upgrade urgency.
OUT00002481,SYS0005488,2024-10-20,Exit / Decommission,7482.22,7107.53,45,34.5,-5.0,Strong,3,Avoided,Entitlement evidence improved negotiation position.
OUT00002482,SYS0007651,2024-05-13,Exit / Decommission,1534.12,1768.41,45,27.6,15.3,Strong,1,Accepted,Dependency blast radius drove final sequencing.
OUT00002483,SYS0002699,2022-06-24,Exit / Decommission,2131.99,2207.36,45,49.5,3.5,Strong,4,Negotiated,Vendor claim was partially valid.
OUT00002484,SYS0008134,2026-01-10,Exit / Decommission,11692.27,11545.3,45,58.6,-1.3,Strong,0,Escalated,Vendor claim was partially valid.
OUT00002485,SYS0005047,2023-04-13,Exit / Decommission,17029.74,15217.66,45,50.9,-10.6,Strong,2,Accepted,Dependency blast radius drove final sequencing.
OUT00002486,SYS0003621,2024-06-13,Exit / Decommission,3066.3,1980.05,45,34.0,-35.4,Good,3,Reduced,Dependency blast radius drove final sequencing.
OUT00002487,SYS0006174,2023-02-23,Exit / Decommission,23055.22,27561.35,45,45.2,19.5,Strong,0,Accepted,Business owner alignment delayed execution.
OUT00002488,SYS0000824,2025-08-05,Exit / Decommission,2068.83,2217.0,45,35.8,7.2,Good,0,Accepted,Integration complexity was underestimated.
OUT00002489,SYS0001948,2024-04-13,Exit / Decommission,6188.77,6061.56,45,33.9,-2.1,Strong,0,Avoided,Vendor claim was partially valid.
OUT00002490,SYS0006133,2025-12-28,Exit / Decommission,11032.09,10421.26,45,43.3,-5.5,Strong,4,Reduced,Entitlement evidence improved negotiation position.
OUT00002491,SYS0006329,2023-05-10,Exit / Decommission,542.31,681.92,45,40.8,25.7,Strong,6,Negotiated,Integration complexity was underestimated.
OUT00002492,SYS0006386,2025-01-23,Exit / Decommission,4397.76,4680.27,45,45.5,6.4,Strong,5,Avoided,Vendor claim was partially valid.
OUT00002493,SYS0010162,2022-10-04,Exit / Decommission,8212.32,11290.56,45,28.8,37.5,Good,1,Delayed,Integration complexity was underestimated.
OUT00002494,SYS0004800,2025-04-14,Exit / Decommission,1162.84,1360.96,45,56.7,17.0,Good,0,Negotiated,Dependency blast radius drove final sequencing.
OUT00002495,SYS0004158,2025-05-06,Exit / Decommission,23410.33,25854.72,45,50.7,10.4,Strong,3,Negotiated,Dependency blast radius drove final sequencing.
OUT00002496,SYS0011935,2024-03-13,Exit / Decommission,5447.39,6131.4,45,41.7,12.6,Good,0,Reduced,Integration complexity was underestimated.
OUT00002497,SYS0008242,2024-12-14,Exit / Decommission,2379.25,2450.01,45,37.0,3.0,Strong,7,Reduced,Integration complexity was underestimated.
OUT00002498,SYS0004036,2023-05-15,Exit / Decommission,4161.33,5054.06,45,53.5,21.5,Strong,7,Delayed,Vendor claim was partially valid.
OUT00002499,SYS0000864,2024-10-03,Exit / Decommission,195.91,186.45,45,29.4,-4.8,Strong,0,Escalated,Compensating controls reduced upgrade urgency.
OUT00002500,SYS0000781,2022-11-17,Exit / Decommission,7825.58,8392.31,45,64.4,7.2,Strong,0,Delayed,Integration complexity was underestimated.
OUT00002501,SYS0010376,2023-12-30,Exit / Decommission,965.21,1063.95,45,41.4,10.2,Good,0,Negotiated,Business owner alignment delayed execution.
OUT00002502,SYS0011394,2022-11-29,Exit / Decommission,374.45,223.63,45,55.9,-40.3,Strong,0,Delayed,Integration complexity was underestimated.
OUT00002503,SYS0003949,2022-09-16,Exit / Decommission,1395.65,1874.88,45,48.2,34.3,Good,0,Delayed,Business owner alignment delayed execution.
OUT00002504,SYS0002595,2022-12-05,Exit / Decommission,1745.61,1599.47,45,30.6,-8.4,Strong,0,Delayed,Dependency blast radius drove final sequencing.
OUT00002505,SYS0009014,2025-03-22,Exit / Decommission,1916.6,1991.61,45,51.7,3.9,Strong,0,Negotiated,Business owner alignment delayed execution.
OUT00002506,SYS0008868,2024-09-20,Exit / Decommission,1444.45,1430.47,45,35.9,-1.0,Good,0,Delayed,Integration complexity was underestimated.
OUT00002507,SYS0001765,2023-05-25,Exit / Decommission,2134.7,1790.59,45,48.5,-16.1,Strong,6,Escalated,Entitlement evidence improved negotiation position.
OUT00002508,SYS0009287,2024-10-04,Exit / Decommission,15600.24,25461.77,45,42.7,63.2,Mixed,6,Avoided,Entitlement evidence improved negotiation position.
OUT00002509,SYS0009782,2022-10-16,Exit / Decommission,7158.57,6009.79,45,52.9,-16.0,Strong,4,Accepted,Compensating controls reduced upgrade urgency.
OUT00002510,SYS0005173,2022-05-30,Exit / Decommission,1536.87,1583.26,45,52.4,3.0,Strong,5,Accepted,Integration complexity was underestimated.
OUT00002511,SYS0009981,2022-06-16,Exit / Decommission,3078.07,2909.03,45,48.3,-5.5,Strong,0,Negotiated,Vendor claim was partially valid.
OUT00002512,SYS0000846,2024-01-25,Exit / Decommission,405.02,406.99,45,33.5,0.5,Strong,5,Reduced,Vendor claim was partially valid.
OUT00002513,SYS0000991,2025-09-08,Exit / Decommission,325.32,438.21,45,22.2,34.7,Mixed,3,Avoided,Entitlement evidence improved negotiation position.
OUT00002514,SYS0009769,2024-10-05,Exit / Decommission,345.82,328.25,45,42.5,-5.1,Strong,8,Reduced,Vendor claim was partially valid.
OUT00002515,SYS0002781,2025-07-22,Exit / Decommission,6143.51,6815.42,45,43.1,10.9,Good,3,Reduced,Dependency blast radius drove final sequencing.
OUT00002516,SYS0009716,2024-03-09,Exit / Decommission,2763.14,2804.92,45,32.4,1.5,Good,8,Negotiated,Business owner alignment delayed execution.
OUT00002517,SYS0006583,2025-04-03,Exit / Decommission,989.8,807.28,45,46.9,-18.4,Good,2,Negotiated,Integration complexity was underestimated.
OUT00002518,SYS0001565,2023-08-24,Exit / Decommission,4632.78,5260.85,45,52.5,13.6,Strong,8,Escalated,Compensating controls reduced upgrade urgency.
OUT00002519,SYS0003988,2026-05-26,Exit / Decommission,5206.51,6526.16,45,54.4,25.3,Good,13,Accepted,Business owner alignment delayed execution.
OUT00002520,SYS0008695,2025-03-26,Exit / Decommission,6996.11,9681.65,45,50.2,38.4,Mixed,0,Delayed,Entitlement evidence improved negotiation position.
OUT00002521,SYS0003939,2022-04-29,Exit / Decommission,6791.78,7089.45,45,37.3,4.4,Mixed,9,Negotiated,Entitlement evidence improved negotiation position.
OUT00002522,SYS0000913,2024-09-24,Exit / Decommission,1491.54,1463.0,45,49.7,-1.9,Strong,1,Delayed,Dependency blast radius drove final sequencing.
OUT00002523,SYS0003610,2025-09-06,Exit / Decommission,3445.12,4416.16,45,31.9,28.2,Good,0,Reduced,Dependency blast radius drove final sequencing.
OUT00002524,SYS0001743,2024-08-07,Exit / Decommission,2962.63,3670.4,45,44.4,23.9,Good,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00002525,SYS0007402,2022-03-21,Exit / Decommission,9404.4,8241.77,45,40.0,-12.4,Strong,6,Accepted,Entitlement evidence improved negotiation position.
OUT00002526,SYS0011898,2023-09-28,Exit / Decommission,4635.1,6303.85,45,43.0,36.0,Good,5,Reduced,Compensating controls reduced upgrade urgency.
OUT00002527,SYS0007250,2024-10-03,Exit / Decommission,4026.46,2769.15,45,33.8,-31.2,Good,0,Delayed,Business owner alignment delayed execution.
OUT00002528,SYS0006244,2023-07-06,Hybrid Transformation,20354.05,20163.04,34,36.0,-0.9,Strong,0,Accepted,Dependency blast radius drove final sequencing.
OUT00002529,SYS0000250,2025-05-20,Exit / Decommission,9937.39,6512.69,45,30.3,-34.5,Mixed,4,Accepted,Compensating controls reduced upgrade urgency.
OUT00002530,SYS0001194,2026-01-06,Exit / Decommission,706.39,626.8,45,42.4,-11.3,Strong,7,Avoided,Business owner alignment delayed execution.
OUT00002531,SYS0004910,2022-09-10,Exit / Decommission,913.48,625.24,45,48.3,-31.6,Mixed,6,Escalated,Integration complexity was underestimated.
OUT00002532,SYS0010665,2026-03-27,Exit / Decommission,490.44,560.31,45,46.2,14.2,Strong,0,Reduced,Compensating controls reduced upgrade urgency.
OUT00002533,SYS0005940,2023-06-11,Exit / Decommission,3347.2,3310.63,45,50.3,-1.1,Good,0,Reduced,Integration complexity was underestimated.
OUT00002534,SYS0008115,2023-02-03,Exit / Decommission,10905.61,11697.87,45,46.8,7.3,Strong,0,Escalated,Compensating controls reduced upgrade urgency.
OUT00002535,SYS0000118,2024-03-21,Exit / Decommission,269.93,401.42,45,51.0,48.7,Good,7,Negotiated,Dependency blast radius drove final sequencing.
OUT00002536,SYS0005378,2026-03-22,Exit / Decommission,10900.63,7992.52,45,48.0,-26.7,Strong,1,Escalated,Integration complexity was underestimated.
OUT00002537,SYS0010413,2025-03-12,Exit / Decommission,2355.75,1779.26,45,46.6,-24.5,Strong,10,Accepted,Entitlement evidence improved negotiation position.
OUT00002538,SYS0007893,2022-05-18,Exit / Decommission,661.35,728.91,45,48.3,10.2,Strong,5,Accepted,Compensating controls reduced upgrade urgency.
OUT00002539,SYS0003130,2026-03-24,Hybrid Transformation,103969.13,155758.5,34,35.7,49.8,Mixed,3,Reduced,Vendor claim was partially valid.
OUT00002540,SYS0001205,2025-04-16,Exit / Decommission,1351.77,1346.46,45,37.2,-0.4,Strong,9,Accepted,Entitlement evidence improved negotiation position.
OUT00002541,SYS0001320,2024-10-16,Extend Independent Support,94075.03,97136.78,22,15.5,3.3,Strong,1,Reduced,Business owner alignment delayed execution.
OUT00002542,SYS0010531,2023-10-29,Exit / Decommission,666.04,506.11,45,30.3,-24.0,Good,0,Avoided,Compensating controls reduced upgrade urgency.
OUT00002543,SYS0001666,2024-12-08,Exit / Decommission,1014.68,853.13,45,60.5,-15.9,Strong,0,Negotiated,Vendor claim was partially valid.
OUT00002544,SYS0004125,2026-02-21,Exit / Decommission,3080.84,3119.9,45,54.6,1.3,Strong,2,Negotiated,Entitlement evidence improved negotiation position.
OUT00002545,SYS0003528,2022-01-10,Exit / Decommission,872.43,951.26,45,39.0,9.0,Strong,2,Accepted,Business owner alignment delayed execution.
OUT00002546,SYS0009067,2022-08-28,Exit / Decommission,3587.41,3654.07,45,49.0,1.9,Strong,0,Delayed,Integration complexity was underestimated.
OUT00002547,SYS0010473,2025-05-19,Exit / Decommission,4027.11,4532.73,45,57.0,12.6,Strong,0,Negotiated,Integration complexity was underestimated.
OUT00002548,SYS0003798,2026-03-08,Exit / Decommission,3661.79,5276.46,45,42.1,44.1,Good,0,Negotiated,Integration complexity was underestimated.
OUT00002549,SYS0006224,2026-01-23,Exit / Decommission,2414.41,2530.02,45,55.0,4.8,Strong,7,Escalated,Business owner alignment delayed execution.
OUT00002550,SYS0010566,2023-01-17,Exit / Decommission,741.56,662.63,45,50.6,-10.6,Strong,0,Avoided,Business owner alignment delayed execution.
OUT00002551,SYS0004713,2023-10-26,Exit / Decommission,48061.81,56306.54,45,48.0,17.2,Strong,0,Avoided,Integration complexity was underestimated.
OUT00002552,SYS0005085,2026-07-01,Exit / Decommission,10931.22,10693.5,45,40.1,-2.2,Strong,0,Delayed,Compensating controls reduced upgrade urgency.
OUT00002553,SYS0003951,2022-03-21,Exit / Decommission,2589.26,2542.17,45,55.4,-1.8,Strong,0,Escalated,Dependency blast radius drove final sequencing.
OUT00002554,SYS0002989,2022-06-22,Exit / Decommission,1242.41,1347.05,45,53.0,8.4,Good,0,Accepted,Vendor claim was partially valid.
OUT00002555,SYS0010214,2023-08-16,Exit / Decommission,3286.97,4628.61,45,39.8,40.8,Good,4,Negotiated,Compensating controls reduced upgrade urgency.
OUT00002556,SYS0001826,2025-09-05,Exit / Decommission,1124.15,1473.16,45,38.4,31.0,Good,9,Delayed,Dependency blast radius drove final sequencing.
OUT00002557,SYS0002572,2024-03-27,Exit / Decommission,2210.49,3122.71,45,50.6,41.3,Good,5,Negotiated,Dependency blast radius drove final sequencing.
OUT00002558,SYS0009309,2026-02-06,Exit / Decommission,1338.88,994.67,45,40.2,-25.7,Strong,3,Accepted,Vendor claim was partially valid.
OUT00002559,SYS0000298,2022-11-21,Exit / Decommission,1521.74,2148.56,45,36.6,41.2,Good,2,Avoided,Vendor claim was partially valid.
OUT00002560,SYS0002968,2024-08-03,Exit / Decommission,3611.81,4042.0,45,42.4,11.9,Strong,0,Reduced,Entitlement evidence improved negotiation position.
OUT00002561,SYS0008729,2025-09-24,Exit / Decommission,309.37,413.08,45,39.8,33.5,Good,8,Avoided,Integration complexity was underestimated.
OUT00002562,SYS0010321,2023-06-11,Exit / Decommission,5231.39,6532.77,45,46.3,24.9,Strong,2,Escalated,Entitlement evidence improved negotiation position.
OUT00002563,SYS0009040,2022-06-12,Exit / Decommission,1780.24,1392.56,45,35.8,-21.8,Good,4,Delayed,Entitlement evidence improved negotiation position.
OUT00002564,SYS0004033,2025-06-28,Exit / Decommission,825.33,982.32,45,51.8,19.0,Strong,4,Delayed,Entitlement evidence improved negotiation position.
OUT00002565,SYS0001676,2025-03-13,Exit / Decommission,4750.03,3496.18,45,70.0,-26.4,Strong,0,Reduced,Dependency blast radius drove final sequencing.
OUT00002566,SYS0008094,2024-05-04,Exit / Decommission,3360.53,3095.8,45,39.6,-7.9,Strong,3,Negotiated,Business owner alignment delayed execution.
OUT00002567,SYS0002451,2026-03-30,Exit / Decommission,5375.08,3923.68,45,56.7,-27.0,Strong,4,Accepted,Entitlement evidence improved negotiation position.
OUT00002568,SYS0010815,2022-02-02,Exit / Decommission,1382.95,1511.13,45,44.1,9.3,Strong,0,Avoided,Compensating controls reduced upgrade urgency.
OUT00002569,SYS0008359,2026-05-27,Exit / Decommission,5023.14,3098.75,45,43.6,-38.3,Good,3,Reduced,Business owner alignment delayed execution.
OUT00002570,SYS0011049,2026-03-17,Exit / Decommission,12064.27,13781.98,45,35.4,14.2,Strong,4,Negotiated,Dependency blast radius drove final sequencing.
OUT00002571,SYS0001261,2024-02-11,Exit / Decommission,1850.05,2083.84,45,42.0,12.6,Strong,0,Delayed,Business owner alignment delayed execution.
OUT00002572,SYS0001740,2024-04-21,Extend Independent Support,55523.35,52095.82,22,27.8,-6.2,Strong,0,Escalated,Business owner alignment delayed execution.
OUT00002573,SYS0005677,2024-02-03,Exit / Decommission,2031.1,2360.19,45,42.1,16.2,Strong,8,Negotiated,Compensating controls reduced upgrade urgency.
OUT00002574,SYS0004916,2023-04-13,Exit / Decommission,741.61,820.58,45,31.0,10.6,Strong,0,Accepted,Compensating controls reduced upgrade urgency.
OUT00002575,SYS0010313,2025-10-03,Exit / Decommission,2026.41,1984.15,45,65.8,-2.1,Strong,4,Avoided,Dependency blast radius drove final sequencing.
