mapping_id,system_id,business_service_id,regulation,obligation,applicability,criticality,evidence_required,current_evidence_quality,compliance_exposure_score,audit_defensibility,jurisdiction
REG00001036,SYS0009134,BS000502,Operational Resilience,Scenario testing,Watch,High,Scenario testing evidence pack,35.9,36.2,Moderate,US
REG00001037,SYS0000988,BS000683,Operational Resilience,Service mapping,Direct,Medium,Service mapping evidence pack,58.0,22.4,Strong,EU
REG00001038,SYS0009258,BS000650,PCI-DSS,Segmentation evidence,Direct,Medium,Segmentation evidence evidence pack,82.0,26.5,Strong,US
REG00001039,SYS0010576,BS000491,Operational Resilience,Service mapping,Direct,Critical,Service mapping evidence pack,65.4,41.5,Moderate,UK
REG00001040,SYS0000025,BS000300,Internal Audit,Control evidence,Direct,Low,Control evidence evidence pack,60.1,17.5,Strong,EU
REG00001041,SYS0009667,BS000276,NIS2,Supply-chain security,Direct,Medium,Supply-chain security evidence pack,41.6,23.5,Strong,EU
REG00001042,SYS0009064,BS000164,SOX,Financial reporting control,Evidence Only,Critical,Financial reporting control evidence pack,57.3,51.6,Moderate,Global
REG00001043,SYS0008394,BS000705,PCI-DSS,Vulnerability management,Evidence Only,High,Vulnerability management evidence pack,81.6,32.0,Strong,APAC
REG00001044,SYS0001062,BS000663,SOX,Access attestation,Evidence Only,High,Access attestation evidence pack,62.2,51.1,Moderate,APAC
REG00001045,SYS0011262,BS000168,PCI-DSS,Segmentation evidence,Indirect,Medium,Segmentation evidence evidence pack,78.6,24.2,Strong,EU
REG00001046,SYS0011119,BS000675,GDPR,Breach reporting,Watch,Medium,Breach reporting evidence pack,67.7,27.0,Strong,US
REG00001047,SYS0011180,BS000413,GDPR,Data protection controls,Watch,Critical,Data protection controls evidence pack,89.5,32.5,Strong,LATAM
REG00001048,SYS0010136,BS000062,Operational Resilience,Scenario testing,Direct,High,Scenario testing evidence pack,60.9,29.0,Strong,APAC
REG00001049,SYS0008820,BS000195,GDPR,Data protection controls,Evidence Only,High,Data protection controls evidence pack,54.8,35.9,Moderate,UK
REG00001050,SYS0001105,BS000183,Operational Resilience,Scenario testing,Indirect,High,Scenario testing evidence pack,71.1,16.1,Strong,EU
REG00001051,SYS0004305,BS000018,GDPR,Processor evidence,Evidence Only,High,Processor evidence evidence pack,73.6,23.5,Strong,US
REG00001052,SYS0005701,BS000089,DORA,ICT risk management,Direct,High,ICT risk management evidence pack,56.7,22.4,Strong,UK
REG00001053,SYS0004776,BS000082,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,69.6,2.3,Strong,US
REG00001054,SYS0003852,BS000227,DORA,ICT risk management,Indirect,High,ICT risk management evidence pack,68.3,28.8,Strong,UK
REG00001055,SYS0006180,BS000387,Internal Audit,Policy compliance,Direct,Low,Policy compliance evidence pack,52.2,0.4,Strong,EU
REG00001056,SYS0002721,BS000321,GDPR,Processor evidence,Indirect,High,Processor evidence evidence pack,66.9,6.1,Strong,US
REG00001057,SYS0003450,BS000054,NIS2,Cyber risk governance,Evidence Only,High,Cyber risk governance evidence pack,75.7,12.2,Strong,US
REG00001058,SYS0011988,BS000151,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,54.6,39.9,Moderate,LATAM
REG00001059,SYS0001172,BS000269,NIS2,Supply-chain security,Indirect,Low,Supply-chain security evidence pack,58.7,24.0,Strong,EU
REG00001060,SYS0007005,BS000187,DORA,Third-party risk evidence,Watch,Medium,Third-party risk evidence evidence pack,51.2,24.4,Strong,EU
REG00001061,SYS0001097,BS000416,HIPAA,Protected data safeguards,Direct,Medium,Protected data safeguards evidence pack,65.5,38.0,Moderate,APAC
REG00001062,SYS0002074,BS000137,GDPR,Processor evidence,Evidence Only,Critical,Processor evidence evidence pack,64.8,34.5,Strong,UK
REG00001063,SYS0010845,BS000450,NIS2,Incident reporting,Direct,Low,Incident reporting evidence pack,69.5,31.6,Strong,EU
REG00001064,SYS0009819,BS000348,GDPR,Data protection controls,Direct,Low,Data protection controls evidence pack,80.7,22.5,Strong,EU
REG00001065,SYS0003370,BS000522,SOX,Financial reporting control,Watch,High,Financial reporting control evidence pack,56.7,22.2,Strong,US
REG00001066,SYS0011178,BS000030,Operational Resilience,Impact tolerance,Direct,Low,Impact tolerance evidence pack,71.2,10.3,Strong,EU
REG00001067,SYS0007750,BS000642,Internal Audit,Risk acceptance,Evidence Only,Low,Risk acceptance evidence pack,40.1,29.9,Strong,EU
REG00001068,SYS0001758,BS000386,GDPR,Data protection controls,Evidence Only,Medium,Data protection controls evidence pack,30.0,28.1,Strong,US
REG00001069,SYS0000940,BS000503,PCI-DSS,Cardholder data protection,Indirect,Critical,Cardholder data protection evidence pack,78.6,25.7,Strong,US
REG00001070,SYS0009657,BS000432,Internal Audit,Policy compliance,Indirect,High,Policy compliance evidence pack,54.0,18.8,Strong,EU
REG00001071,SYS0004072,BS000180,PCI-DSS,Cardholder data protection,Watch,Medium,Cardholder data protection evidence pack,74.9,16.6,Strong,Global
REG00001072,SYS0005878,BS000187,Internal Audit,Control evidence,Indirect,Medium,Control evidence evidence pack,29.1,22.3,Strong,EU
REG00001073,SYS0001325,BS000521,NIS2,Incident reporting,Evidence Only,High,Incident reporting evidence pack,76.2,33.4,Strong,EU
REG00001074,SYS0004898,BS000063,GDPR,Breach reporting,Evidence Only,High,Breach reporting evidence pack,63.4,41.0,Moderate,EU
REG00001075,SYS0008437,BS000094,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,62.9,29.9,Strong,US
REG00001076,SYS0001453,BS000482,Internal Audit,Risk acceptance,Watch,Low,Risk acceptance evidence pack,27.4,24.2,Strong,EU
REG00001077,SYS0008551,BS000526,PCI-DSS,Segmentation evidence,Evidence Only,High,Segmentation evidence evidence pack,66.2,29.6,Strong,UK
REG00001078,SYS0010445,BS000618,PCI-DSS,Segmentation evidence,Indirect,High,Segmentation evidence evidence pack,25.5,36.4,Moderate,EU
REG00001079,SYS0005599,BS000082,NIS2,Supply-chain security,Watch,Medium,Supply-chain security evidence pack,50.6,29.5,Strong,US
REG00001080,SYS0009321,BS000315,Operational Resilience,Service mapping,Direct,High,Service mapping evidence pack,62.6,3.0,Strong,UK
REG00001081,SYS0003038,BS000469,PCI-DSS,Cardholder data protection,Watch,Medium,Cardholder data protection evidence pack,42.8,33.9,Strong,UK
REG00001082,SYS0002685,BS000106,DORA,ICT risk management,Direct,Medium,ICT risk management evidence pack,22.0,33.2,Strong,US
REG00001083,SYS0009676,BS000387,Operational Resilience,Impact tolerance,Indirect,High,Impact tolerance evidence pack,42.7,25.4,Strong,US
REG00001084,SYS0007540,BS000178,Internal Audit,Control evidence,Direct,High,Control evidence evidence pack,25.4,12.9,Strong,Global
REG00001085,SYS0005611,BS000340,SOX,Financial reporting control,Evidence Only,High,Financial reporting control evidence pack,46.5,37.3,Moderate,US
REG00001086,SYS0010679,BS000242,GDPR,Processor evidence,Watch,Medium,Processor evidence evidence pack,77.0,27.4,Strong,US
REG00001087,SYS0005678,BS000041,GDPR,Processor evidence,Direct,High,Processor evidence evidence pack,61.1,26.0,Strong,UK
REG00001088,SYS0002883,BS000244,NIS2,Cyber risk governance,Direct,High,Cyber risk governance evidence pack,41.1,36.1,Moderate,US
REG00001089,SYS0011373,BS000697,GDPR,Data protection controls,Watch,High,Data protection controls evidence pack,55.2,34.4,Strong,Global
REG00001090,SYS0003261,BS000462,GDPR,Breach reporting,Direct,High,Breach reporting evidence pack,40.2,39.4,Moderate,UK
REG00001091,SYS0008773,BS000231,SOX,Change evidence,Direct,Critical,Change evidence evidence pack,65.6,26.4,Strong,Global
REG00001092,SYS0005452,BS000012,GDPR,Data protection controls,Direct,High,Data protection controls evidence pack,29.5,12.5,Strong,EU
REG00001093,SYS0009807,BS000447,PCI-DSS,Cardholder data protection,Indirect,Critical,Cardholder data protection evidence pack,37.2,46.9,Moderate,APAC
REG00001094,SYS0000920,BS000466,PCI-DSS,Segmentation evidence,Direct,Medium,Segmentation evidence evidence pack,46.0,28.6,Strong,Global
REG00001095,SYS0000673,BS000690,NIS2,Supply-chain security,Direct,Medium,Supply-chain security evidence pack,73.1,11.3,Strong,UK
REG00001096,SYS0010314,BS000433,SOX,Financial reporting control,Watch,Critical,Financial reporting control evidence pack,46.6,50.4,Moderate,UK
REG00001097,SYS0004656,BS000470,Operational Resilience,Scenario testing,Direct,Medium,Scenario testing evidence pack,30.5,24.0,Strong,LATAM
REG00001098,SYS0000178,BS000663,HIPAA,Access logging,Evidence Only,Low,Access logging evidence pack,64.6,6.9,Strong,Global
REG00001099,SYS0000147,BS000126,SOX,Access attestation,Direct,Medium,Access attestation evidence pack,69.6,26.4,Strong,Global
REG00001100,SYS0005178,BS000029,Operational Resilience,Scenario testing,Direct,High,Scenario testing evidence pack,55.4,50.5,Moderate,EU
REG00001101,SYS0008383,BS000531,DORA,Third-party risk evidence,Indirect,High,Third-party risk evidence evidence pack,66.2,32.4,Strong,EU
REG00001102,SYS0000723,BS000176,GDPR,Data protection controls,Direct,High,Data protection controls evidence pack,51.4,28.6,Strong,US
REG00001103,SYS0007959,BS000607,GDPR,Breach reporting,Direct,Critical,Breach reporting evidence pack,62.4,32.0,Strong,EU
REG00001104,SYS0004432,BS000712,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,50.2,14.0,Strong,EU
REG00001105,SYS0006878,BS000566,Operational Resilience,Impact tolerance,Indirect,Medium,Impact tolerance evidence pack,25.7,32.1,Strong,EU
REG00001106,SYS0008828,BS000630,NIS2,Supply-chain security,Watch,Medium,Supply-chain security evidence pack,55.8,21.6,Strong,EU
REG00001107,SYS0005623,BS000496,GDPR,Processor evidence,Indirect,Low,Processor evidence evidence pack,78.4,40.6,Moderate,LATAM
REG00001108,SYS0002388,BS000272,GDPR,Breach reporting,Indirect,Medium,Breach reporting evidence pack,62.8,9.9,Strong,US
REG00001109,SYS0006325,BS000452,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,56.6,35.7,Moderate,APAC
REG00001110,SYS0005894,BS000561,SOX,Change evidence,Evidence Only,Low,Change evidence evidence pack,25.4,38.7,Moderate,US
REG00001111,SYS0004202,BS000008,GDPR,Breach reporting,Direct,High,Breach reporting evidence pack,60.9,32.0,Strong,EU
REG00001112,SYS0010430,BS000380,HIPAA,Access logging,Evidence Only,Medium,Access logging evidence pack,30.9,31.4,Strong,UK
REG00001113,SYS0008671,BS000059,DORA,Operational resilience testing,Watch,Medium,Operational resilience testing evidence pack,65.2,0.0,Strong,EU
REG00001114,SYS0001613,BS000161,DORA,ICT risk management,Watch,Medium,ICT risk management evidence pack,45.2,8.0,Strong,EU
REG00001115,SYS0005792,BS000569,SOX,Access attestation,Watch,Medium,Access attestation evidence pack,74.4,33.9,Strong,EU
REG00001116,SYS0000755,BS000484,Operational Resilience,Impact tolerance,Direct,Medium,Impact tolerance evidence pack,59.4,17.0,Strong,UK
REG00001117,SYS0007798,BS000115,DORA,ICT risk management,Direct,Medium,ICT risk management evidence pack,44.9,33.9,Strong,EU
REG00001118,SYS0007805,BS000578,NIS2,Cyber risk governance,Direct,High,Cyber risk governance evidence pack,62.8,33.0,Strong,LATAM
REG00001119,SYS0001944,BS000693,HIPAA,Protected data safeguards,Evidence Only,Medium,Protected data safeguards evidence pack,67.2,28.1,Strong,US
REG00001120,SYS0000879,BS000414,HIPAA,Protected data safeguards,Direct,High,Protected data safeguards evidence pack,75.2,29.0,Strong,EU
REG00001121,SYS0003914,BS000612,DORA,Third-party risk evidence,Indirect,High,Third-party risk evidence evidence pack,73.0,0.1,Strong,APAC
REG00001122,SYS0009450,BS000076,PCI-DSS,Segmentation evidence,Direct,High,Segmentation evidence evidence pack,80.0,14.2,Strong,EU
REG00001123,SYS0011232,BS000170,GDPR,Breach reporting,Evidence Only,High,Breach reporting evidence pack,76.6,11.2,Strong,US
REG00001124,SYS0008259,BS000580,GDPR,Processor evidence,Direct,High,Processor evidence evidence pack,42.2,32.4,Strong,UK
REG00001125,SYS0003665,BS000313,NIS2,Incident reporting,Direct,Low,Incident reporting evidence pack,80.7,8.1,Strong,US
REG00001126,SYS0000028,BS000176,DORA,Operational resilience testing,Indirect,Low,Operational resilience testing evidence pack,53.3,19.4,Strong,Global
REG00001127,SYS0005835,BS000436,GDPR,Breach reporting,Watch,Medium,Breach reporting evidence pack,55.8,28.0,Strong,EU
REG00001128,SYS0005118,BS000299,NIS2,Supply-chain security,Indirect,Medium,Supply-chain security evidence pack,67.6,30.3,Strong,Global
REG00001129,SYS0007737,BS000590,GDPR,Breach reporting,Indirect,High,Breach reporting evidence pack,53.8,2.7,Strong,UK
REG00001130,SYS0006610,BS000142,DORA,ICT risk management,Watch,Low,ICT risk management evidence pack,73.5,15.9,Strong,US
REG00001131,SYS0001349,BS000684,SOX,Access attestation,Direct,Medium,Access attestation evidence pack,83.8,8.3,Strong,EU
REG00001132,SYS0005221,BS000501,GDPR,Processor evidence,Direct,Low,Processor evidence evidence pack,84.8,0.0,Strong,LATAM
REG00001133,SYS0001318,BS000316,DORA,ICT risk management,Evidence Only,High,ICT risk management evidence pack,61.5,29.6,Strong,US
REG00001134,SYS0000164,BS000705,NIS2,Supply-chain security,Evidence Only,High,Supply-chain security evidence pack,50.4,10.3,Strong,EU
REG00001135,SYS0004301,BS000182,DORA,Third-party risk evidence,Indirect,High,Third-party risk evidence evidence pack,56.9,31.4,Strong,LATAM
REG00001136,SYS0001398,BS000283,HIPAA,Protected data safeguards,Indirect,Low,Protected data safeguards evidence pack,64.1,18.6,Strong,UK
REG00001137,SYS0000530,BS000016,NIS2,Incident reporting,Direct,High,Incident reporting evidence pack,61.9,40.9,Moderate,EU
REG00001138,SYS0002878,BS000608,GDPR,Breach reporting,Direct,Low,Breach reporting evidence pack,49.2,20.0,Strong,APAC
REG00001139,SYS0004695,BS000478,GDPR,Data protection controls,Indirect,Critical,Data protection controls evidence pack,60.4,39.5,Moderate,EU
REG00001140,SYS0011551,BS000057,GDPR,Processor evidence,Evidence Only,Medium,Processor evidence evidence pack,52.8,25.2,Strong,UK
REG00001141,SYS0001429,BS000476,SOX,Change evidence,Indirect,Critical,Change evidence evidence pack,58.2,36.3,Moderate,US
REG00001142,SYS0005100,BS000294,DORA,Third-party risk evidence,Direct,Critical,Third-party risk evidence evidence pack,56.7,31.6,Strong,APAC
REG00001143,SYS0008488,BS000626,GDPR,Data protection controls,Indirect,Medium,Data protection controls evidence pack,57.5,25.4,Strong,LATAM
REG00001144,SYS0002963,BS000355,DORA,ICT risk management,Direct,High,ICT risk management evidence pack,85.1,15.0,Strong,UK
REG00001145,SYS0001734,BS000182,SOX,Change evidence,Evidence Only,Medium,Change evidence evidence pack,53.0,41.5,Moderate,US
REG00001146,SYS0006736,BS000341,Operational Resilience,Scenario testing,Direct,High,Scenario testing evidence pack,62.6,22.9,Strong,Global
REG00001147,SYS0009600,BS000328,SOX,Financial reporting control,Indirect,High,Financial reporting control evidence pack,68.3,26.6,Strong,Global
REG00001148,SYS0001845,BS000338,NIS2,Cyber risk governance,Direct,Low,Cyber risk governance evidence pack,27.0,0.0,Strong,EU
REG00001149,SYS0001185,BS000152,PCI-DSS,Cardholder data protection,Evidence Only,High,Cardholder data protection evidence pack,82.1,24.3,Strong,EU
REG00001150,SYS0005493,BS000642,NIS2,Supply-chain security,Indirect,Medium,Supply-chain security evidence pack,50.7,32.9,Strong,LATAM
REG00001151,SYS0010443,BS000113,GDPR,Processor evidence,Direct,High,Processor evidence evidence pack,45.7,15.1,Strong,US
REG00001152,SYS0004970,BS000101,DORA,Third-party risk evidence,Direct,Low,Third-party risk evidence evidence pack,48.6,0.2,Strong,EU
REG00001153,SYS0000911,BS000125,DORA,ICT risk management,Direct,Low,ICT risk management evidence pack,38.9,42.0,Moderate,Global
REG00001154,SYS0006351,BS000395,Operational Resilience,Service mapping,Direct,High,Service mapping evidence pack,62.4,27.6,Strong,Global
REG00001155,SYS0000841,BS000226,HIPAA,Business associate evidence,Direct,Medium,Business associate evidence evidence pack,41.6,33.4,Strong,US
REG00001156,SYS0010322,BS000472,DORA,Operational resilience testing,Direct,High,Operational resilience testing evidence pack,58.2,25.2,Strong,EU
REG00001157,SYS0010436,BS000137,Operational Resilience,Scenario testing,Watch,High,Scenario testing evidence pack,51.7,11.3,Strong,UK
REG00001158,SYS0000305,BS000361,PCI-DSS,Segmentation evidence,Direct,Medium,Segmentation evidence evidence pack,51.9,22.9,Strong,EU
REG00001159,SYS0010702,BS000634,GDPR,Processor evidence,Evidence Only,High,Processor evidence evidence pack,53.5,39.0,Moderate,Global
REG00001160,SYS0010766,BS000239,HIPAA,Business associate evidence,Indirect,Critical,Business associate evidence evidence pack,74.3,47.0,Moderate,US
REG00001161,SYS0003577,BS000048,Operational Resilience,Scenario testing,Indirect,Low,Scenario testing evidence pack,41.0,32.7,Strong,US
REG00001162,SYS0010594,BS000446,GDPR,Breach reporting,Indirect,Low,Breach reporting evidence pack,37.4,31.1,Strong,EU
REG00001163,SYS0002718,BS000549,SOX,Financial reporting control,Indirect,Critical,Financial reporting control evidence pack,70.1,34.1,Strong,EU
REG00001164,SYS0000645,BS000039,PCI-DSS,Segmentation evidence,Direct,Critical,Segmentation evidence evidence pack,61.6,27.2,Strong,LATAM
REG00001165,SYS0010559,BS000576,GDPR,Breach reporting,Indirect,Low,Breach reporting evidence pack,42.7,26.0,Strong,Global
REG00001166,SYS0000895,BS000500,DORA,Operational resilience testing,Direct,Low,Operational resilience testing evidence pack,26.3,17.2,Strong,APAC
