signal_id,signal_date,signal_type,vendor,product,market_theme,description,severity,likelihood,time_horizon_months,mapped_system_count,estimated_cost_impact_eur,recommended_watch_action,confidence
SIG00000454,2026-03-11,Pricing Shock,VMware,vSphere,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.577,58,607,16100782.16,Assess replacement option,0.819
SIG00000455,2025-02-20,Pricing Shock,IBM,WebSphere Application Server,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.443,31,121,6732833.18,Assess replacement option,0.658
SIG00000456,2025-02-13,Talent Scarcity,Red Hat,RHEL,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,4,0.855,19,76,8055935.32,Model scenario,0.522
SIG00000457,2025-05-01,Threat Trend,Custom,AI-Native Application,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.822,31,258,17223368.47,Model scenario,0.949
SIG00000458,2026-04-28,Pricing Shock,Custom,Mainframe Integration Service,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.857,24,176,8436311.04,Prepare negotiation,0.886
SIG00000459,2026-04-15,Threat Trend,SAP,BusinessObjects,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.6,34,210,7268241.74,Prepare negotiation,0.797
SIG00000460,2025-11-10,Regulatory Change,IBM,MQ,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.551,49,301,19593795.48,Escalate to board pack,0.607
SIG00000461,2024-01-14,Pricing Shock,IBM,AIX,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.637,52,57,7261789.28,Prepare negotiation,0.644
SIG00000462,2025-05-02,Threat Trend,Open Source,PostgreSQL,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.477,49,126,23864026.98,Validate controls,0.766
SIG00000463,2026-03-08,Regulatory Change,Oracle,WebLogic,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.678,12,270,5478705.29,Escalate to board pack,0.375
SIG00000464,2024-06-24,Regulatory Change,Oracle,Oracle Database,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.653,39,211,4505812.66,Assess replacement option,0.504
SIG00000465,2026-02-11,Open Source Alternative,VMware,NSX,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,3,0.42,40,221,10355835.14,Validate controls,0.432
SIG00000466,2025-09-06,Vendor Consolidation,VMware,vSphere,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",4,0.813,10,504,36499907.1,Model scenario,0.855
SIG00000467,2026-01-21,Open Source Alternative,IBM,AIX,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,1,0.506,19,132,1199221.62,Validate controls,0.34
SIG00000468,2026-06-23,Pricing Shock,VMware,vSphere,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.678,25,523,22904417.64,Model scenario,0.651
SIG00000469,2025-04-18,Vendor Consolidation,Microsoft,SQL Server,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",5,0.741,15,179,25600903.09,Escalate to board pack,0.617
SIG00000470,2024-07-17,Regulatory Change,SAP,ECC,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.33,51,278,18154612.04,Model scenario,0.675
SIG00000471,2024-04-09,Ecosystem Decline,SAP,ECC,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.414,20,343,52533858.41,Monitor,0.794
SIG00000472,2026-06-23,Regulatory Change,Custom,AI-Native Application,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.495,50,253,40105412.83,Validate controls,0.703
SIG00000473,2026-04-14,Pricing Shock,Custom,Mainframe Integration Service,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.586,29,199,2922595.21,Escalate to board pack,0.479
SIG00000474,2024-10-29,Open Source Alternative,Broadcom,CA Identity Manager,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,1,0.355,15,84,3204978.84,Prepare negotiation,0.948
SIG00000475,2025-06-04,Threat Trend,IBM,FileNet,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.825,60,230,5979049.61,Model scenario,0.628
SIG00000476,2025-08-01,Talent Scarcity,IBM,FileNet,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,2,0.57,28,184,6361132.11,Assess replacement option,0.215
SIG00000477,2025-03-13,Threat Trend,SAP,S/4HANA,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.877,53,145,1332159.65,Escalate to board pack,0.861
SIG00000478,2025-06-28,Open Source Alternative,Open Source,PostgreSQL,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,5,0.187,5,374,22274176.72,Model scenario,0.879
SIG00000479,2025-11-05,Threat Trend,VMware,vSphere,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.421,50,426,39966796.68,Validate controls,0.946
SIG00000480,2024-07-28,Threat Trend,Custom,Mainframe Integration Service,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.57,26,66,431120.11,Validate controls,0.886
SIG00000481,2025-02-08,Threat Trend,Open Source,PostgreSQL,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.702,25,109,8340508.22,Prepare negotiation,0.673
SIG00000482,2024-01-14,Regulatory Change,SAP,S/4HANA,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,3,0.359,48,62,3601834.31,Escalate to board pack,0.731
SIG00000483,2024-03-16,Threat Trend,Broadcom,CA Identity Manager,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.443,57,197,19741958.58,Validate controls,0.601
SIG00000484,2025-05-24,AI-Native Shift,VMware,NSX,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,3,0.814,58,201,6355572.92,Prepare negotiation,0.685
SIG00000485,2026-06-16,Regulatory Change,IBM,WebSphere Application Server,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.625,35,613,98191634.57,Model scenario,0.835
SIG00000486,2026-03-03,AI-Native Shift,IBM,FileNet,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.455,28,113,6265075.74,Assess replacement option,0.948
SIG00000487,2026-01-01,Threat Trend,IBM,Tivoli / Spectrum Protect,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.48,48,80,3488985.7,Assess replacement option,0.901
SIG00000488,2026-01-01,Threat Trend,IBM,WebSphere Application Server,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.781,54,298,5732553.48,Monitor,0.631
SIG00000489,2024-12-05,Regulatory Change,SAP,HANA,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.497,8,379,22603716.99,Monitor,0.91
SIG00000490,2024-10-23,Vendor Consolidation,Open Source,Kafka,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",1,0.786,6,104,1428393.96,Prepare negotiation,0.675
SIG00000491,2024-12-29,Quantum Crypto Horizon,SAP,ECC,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,4,0.744,37,552,54447845.36,Prepare negotiation,0.933
SIG00000492,2026-02-22,Pricing Shock,IBM,WebSphere Application Server,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.758,42,193,3288790.48,Model scenario,0.976
SIG00000493,2024-04-17,Threat Trend,Oracle,Oracle Database,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.64,57,230,17800785.59,Model scenario,0.589
SIG00000494,2024-06-03,Pricing Shock,Red Hat,RHEL,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.06,5,237,1486729.57,Monitor,0.369
SIG00000495,2024-10-11,Open Source Alternative,IBM,WebSphere Application Server,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,5,0.831,23,508,66136451.11,Prepare negotiation,0.563
SIG00000496,2025-03-09,Pricing Shock,SAP,ECC,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.826,49,341,5859022.99,Validate controls,0.656
SIG00000497,2025-12-21,Threat Trend,SAP,HANA,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.818,22,75,2428496.73,Validate controls,0.478
SIG00000498,2024-07-30,Threat Trend,Microsoft,SQL Server,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.626,52,332,9173103.95,Model scenario,0.814
SIG00000499,2024-06-01,Open Source Alternative,Open Source,Kafka,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.429,40,163,4549513.5,Prepare negotiation,0.34
SIG00000500,2025-09-08,Open Source Alternative,Custom,AI-Native Application,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,1,0.191,5,260,3107001.73,Monitor,0.661
SIG00000501,2024-02-28,Threat Trend,Open Source,Kafka,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.455,48,160,643449.26,Model scenario,0.917
SIG00000502,2024-02-05,Open Source Alternative,IBM,Tivoli / Spectrum Protect,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,4,0.589,53,259,50857864.19,Monitor,0.684
SIG00000503,2026-02-03,Threat Trend,SAP,PI/PO,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.855,38,141,5828783.49,Monitor,0.635
SIG00000504,2024-02-07,Talent Scarcity,SAP,S/4HANA,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,1,0.196,48,306,5803055.35,Model scenario,0.764
SIG00000505,2024-06-26,Ecosystem Decline,IBM,AIX,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.468,43,284,12081606.49,Monitor,0.779
SIG00000506,2024-10-02,Regulatory Change,Oracle,WebLogic,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.579,49,242,101896686.41,Validate controls,0.669
SIG00000507,2025-11-04,Open Source Alternative,IBM,MQ,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.737,23,159,14297206.4,Prepare negotiation,0.483
SIG00000508,2024-09-05,Talent Scarcity,IBM,Cognos Analytics,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,3,0.89,31,303,48354543.21,Assess replacement option,0.954
SIG00000509,2024-12-28,Talent Scarcity,VMware,vSphere,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,4,0.122,59,254,12221204.86,Prepare negotiation,0.793
SIG00000510,2024-03-28,Vendor Consolidation,VMware,vCenter,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",3,0.428,8,434,21992886.09,Prepare negotiation,0.875
SIG00000511,2025-06-21,Threat Trend,VMware,vSphere,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.684,50,245,4956349.61,Monitor,0.839
SIG00000512,2024-02-12,Threat Trend,Custom,Legacy Java Application,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.689,13,307,4933277.87,Prepare negotiation,0.741
SIG00000513,2025-07-24,Ecosystem Decline,IBM,AIX,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,3,0.593,26,257,15393401.55,Assess replacement option,0.743
SIG00000514,2024-11-13,AI-Native Shift,Oracle,Oracle Database,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.931,57,290,12579303.65,Assess replacement option,0.965
SIG00000515,2025-11-07,Open Source Alternative,Open Source,PostgreSQL,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,3,0.633,58,350,69101298.17,Model scenario,0.921
SIG00000516,2024-12-25,Ecosystem Decline,VMware,vCenter,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,2,0.196,54,218,2781604.68,Assess replacement option,0.689
SIG00000517,2024-02-22,AI-Native Shift,Oracle,WebLogic,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.428,50,287,3230651.77,Assess replacement option,0.77
SIG00000518,2024-02-24,AI-Native Shift,SAP,BusinessObjects,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.447,36,135,1236456.18,Model scenario,0.931
SIG00000519,2026-01-02,Pricing Shock,Custom,Legacy Java Application,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.439,33,299,8904768.45,Monitor,0.648
SIG00000520,2024-08-13,Vendor Consolidation,IBM,Tivoli / Spectrum Protect,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",5,0.635,55,48,494031.74,Monitor,0.511
SIG00000521,2024-07-30,Ecosystem Decline,Red Hat,RHEL,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,3,0.457,35,171,13958060.1,Validate controls,0.692
SIG00000522,2024-12-15,Threat Trend,IBM,Db2,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.495,48,664,106955731.6,Prepare negotiation,0.403
SIG00000523,2025-05-27,Regulatory Change,Custom,Mainframe Integration Service,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.327,53,94,962109.65,Model scenario,0.616
SIG00000524,2025-11-10,Regulatory Change,IBM,MQ,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.774,15,347,17694687.79,Model scenario,0.74
SIG00000525,2026-03-28,AI-Native Shift,Custom,Mainframe Integration Service,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.614,55,78,10062147.79,Model scenario,0.96
SIG00000526,2026-06-30,Talent Scarcity,Custom,Legacy Java Application,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,2,0.703,48,254,13907964.75,Model scenario,0.409
SIG00000527,2024-10-15,Pricing Shock,SAP,ECC,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.321,38,537,27473601.06,Model scenario,0.814
SIG00000528,2024-03-25,Ecosystem Decline,IBM,WebSphere Application Server,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,1,0.744,47,597,18521792.0,Escalate to board pack,0.816
SIG00000529,2025-07-31,Vendor Consolidation,IBM,AIX,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",4,0.931,54,82,7821965.73,Validate controls,0.709
SIG00000530,2025-03-18,Pricing Shock,VMware,NSX,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.807,36,221,16617561.66,Model scenario,0.41
SIG00000531,2025-11-24,Regulatory Change,Microsoft,Windows Server,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.577,48,419,104498429.37,Prepare negotiation,0.91
